i,j,gamma_hat,gamma_true,abs_error,auc,is_true
4,60,0.00040133494903311744,0.031345762492518,0.03094442754348488,0.7686941950199108,True
4,61,0.03631072019198242,0.1335472378788967,0.09723651768691427,0.7687647121134001,True
4,62,-0.010981904081150308,,,0.7687007470673637,False
4,63,-0.0075822409510168266,,,0.7687082328921236,False
4,64,0.008993785461689899,0.0670745714928354,0.0580807860311455,0.7687081652647978,True
4,65,0.010100006957193578,,,0.7686976622208853,False
4,66,0.007011232844716241,,,0.7686888966790365,False
4,67,-0.035051977193689424,,,0.7687864282881461,False
4,68,-0.030188472531925328,-0.1206204499451067,0.09043197741318137,0.7687139395980037,True
4,69,0.018668755660646852,,,0.7686824590778273,False
4,70,0.030738328990929265,,,0.7687668787888778,False
4,71,-0.00908512927344424,,,0.7686958258788837,False
4,72,-0.03006824055667709,,,0.7687238652085955,False
4,73,-0.004985645875271779,,,0.7686987884759655,False
4,74,-0.01613174800793882,,,0.7687136716897514,False
4,75,0.014043444738796821,,,0.7687027680839859,False
4,76,-0.010952462064442923,,,0.7686984581424895,False
4,77,-0.017641766955087772,,,0.7686863268406549,False
4,78,-0.005960158628874432,,,0.7686998939226378,False
4,79,0.017960489595947957,,,0.7686896327764678,False
4,80,-0.025967569560446532,,,0.768717534250477,False
4,81,-0.02078068487199368,,,0.7687079441754633,False
4,82,0.0080485839309721,,,0.7687036524413237,False
4,83,-0.01698693011432986,,,0.7687079571807183,False
4,84,-0.0005226022185772089,,,0.7686951235951156,False
4,85,0.000766210182090837,,,0.7686938074633126,False
4,86,-0.03693936594622317,,,0.7687346231555052,False
4,87,0.0031945293564342187,,,0.7686956776189772,False
4,88,0.0032879365489238577,,,0.7686938985000975,False
4,89,-0.006491824617614942,,,0.7687037382760066,False
4,90,-0.008224412315803101,,,0.7686979275280866,False
4,91,0.021239862076219456,,,0.768723261764765,False
4,92,-0.005973986392227074,,,0.7687058893451784,False
4,93,-0.025917771533889675,-0.1741794655977188,0.1482616940638291,0.768733959887502,True
4,94,-0.007851214889038446,,,0.7686972122390634,False
4,95,-0.00017995749806512008,,,0.7686950533667386,False
4,96,-0.03302281510790846,-0.1019461342205859,0.06892331911267745,0.7687874140864729,True
4,97,-0.021099670298388218,,,0.768750382923476,False
4,98,-0.006096170311178111,,,0.768692410698929,False
4,99,-0.028091053150447895,,,0.7687211627166131,False
